G163,VisDiff_SA2_QLD_65_74_yr,Visitor_from_Different_SA2_in_Queensland_Age_65_74_years,G03,G03,65-74 years
G164,VisDiff_SA2_QLD_75_84_yr,Visitor_from_Different_SA2_in_Queensland_Age_75_84_years,G03,G03,75-84 years
G165,VisDiff_SA2_QLD_85ov,Visitor_from_Different_SA2_in_Queensland_Age_85_years_and_over,G03,G03,85 years and over
G166,VisDiff_SA2_QLD_Total,Visitor_from_Different_SA2_in_Queensland_Total,G03,G03,Total
G167,VisDiff_SA2_SA_0_14_yr,Visitor_from_Different_SA2_in_South_Australia_Age_0_14_years,G03,G03,0-14 years
G168,VisDiff_SA2_SA_15_24_yr,Visitor_from_Different_SA2_in_South_Australia_Age_15_24_years,G03,G03,15-24 years
G169,VisDiff_SA2_SA_25_34_yr,Visitor_from_Different_SA2_in_South_Australia_Age_25_34_years,G03,G03,25-34 years
G170,VisDiff_SA2_SA_35_44_yr,Visitor_from_Different_SA2_in_South_Australia_Age_35_44_years,G03,G03,35-44 years
G171,VisDiff_SA2_SA_45_54_yr,Visitor_from_Different_SA2_in_South_Australia_Age_45_54_years,G03,G03,45-54 years
G172,VisDiff_SA2_SA_55_64_yr,Visitor_from_Different_SA2_in_South_Australia_Age_55_64_years,G03,G03,55-64 years
G173,VisDiff_SA2_SA_65_74_yr,Visitor_from_Different_SA2_in_South_Australia_Age_65_74_years,G03,G03,65-74 years
G174,VisDiff_SA2_SA_75_84_yr,Visitor_from_Different_SA2_in_South_Australia_Age_75_84_years,G03,G03,75-84 years
G175,VisDiff_SA2_SA_85ov,Visitor_from_Different_SA2_in_South_Australia_Age_85_years_and_over,G03,G03,85 years and over
G176,VisDiff_SA2_SA_Total,Visitor_from_Different_SA2_in_South_Australia_Total,G03,G03,Total
G177,VisDiff_SA2_WA_0_14_yr,Visitor_from_Different_SA2_in_Western_Australia_Age_0_14_years,G03,G03,0-14 years
G178,VisDiff_SA2_WA_15_24_yr,Visitor_from_Different_SA2_in_Western_Australia_Age_15_24_years,G03,G03,15-24 years
G179,VisDiff_SA2_WA_25_34_yr,Visitor_from_Different_SA2_in_Western_Australia_Age_25_34_years,G03,G03,25-34 years
G180,VisDiff_SA2_WA_35_44_yr,Visitor_from_Different_SA2_in_Western_Australia_Age_35_44_years,G03,G03,35-44 years
G181,VisDiff_SA2_WA_45_54_yr,Visitor_from_Different_SA2_in_Western_Australia_Age_45_54_years,G03,G03,45-54 years
G182,VisDiff_SA2_WA_55_64_yr,Visitor_from_Different_SA2_in_Western_Australia_Age_55_64_years,G03,G03,55-64 years
G183,VisDiff_SA2_WA_65_74_yr,Visitor_from_Different_SA2_in_Western_Australia_Age_65_74_years,G03,G03,65-74 years
G184,VisDiff_SA2_WA_75_84_yr,Visitor_from_Different_SA2_in_Western_Australia_Age_75_84_years,G03,G03,75-84 years
G185,VisDiff_SA2_WA_85ov,Visitor_from_Different_SA2_in_Western_Australia_Age_85_years_and_over,G03,G03,85 years and over
G186,VisDiff_SA2_WA_Total,Visitor_from_Different_SA2_in_Western_Australia_Total,G03,G03,Total
G187,VisDiff_SA2_TAS_0_14_yr,Visitor_from_Different_SA2_in_Tasmania_Age_0_14_years,G03,G03,0-14 years
G188,VisDiff_SA2_TAS_15_24_yr,Visitor_from_Different_SA2_in_Tasmania_Age_15_24_years,G03,G03,15-24 years
G189,VisDiff_SA2_TAS_25_34_yr,Visitor_from_Different_SA2_in_Tasmania_Age_25_34_years,G03,G03,25-34 years
G190,VisDiff_SA2_TAS_35_44_yr,Visitor_from_Different_SA2_in_Tasmania_Age_35_44_years,G03,G03,35-44 years
G191,VisDiff_SA2_TAS_45_54_yr,Visitor_from_Different_SA2_in_Tasmania_Age_45_54_years,G03,G03,45-54 years
G192,VisDiff_SA2_TAS_55_64_yr,Visitor_from_Different_SA2_in_Tasmania_Age_55_64_years,G03,G03,55-64 years
G193,VisDiff_SA2_TAS_65_74_yr,Visitor_from_Different_SA2_in_Tasmania_Age_65_74_years,G03,G03,65-74 years
G194,VisDiff_SA2_TAS_75_84_yr,Visitor_from_Different_SA2_in_Tasmania_Age_75_84_years,G03,G03,75-84 years
G195,VisDiff_SA2_TAS_85ov,Visitor_from_Different_SA2_in_Tasmania_Age_85_years_and_over,G03,G03,85 years and over
G196,VisDiff_SA2_TAS_Total,Visitor_from_Different_SA2_in_Tasmania_Total,G03,G03,Total
G197,VisDiff_SA2_NT_0_14_yr,Visitor_from_Different_SA2_in_Northern_Territory_Age_0_14_years,G03,G03,0-14 years
G198,VisDiff_SA2_NT_15_24_yr,Visitor_from_Different_SA2_in_Northern_Territory_Age_15_24_years,G03,G03,15-24 years
G199,VisDiff_SA2_NT_25_34_yr,Visitor_from_Different_SA2_in_Northern_Territory_Age_25_34_years,G03,G03,25-34 years
G200,VisDiff_SA2_NT_35_44_yr,Visitor_from_Different_SA2_in_Northern_Territory_Age_35_44_years,G03,G03,35-44 years
G201,VisDiff_SA2_NT_45_54_yr,Visitor_from_Different_SA2_in_Northern_Territory_Age_45_54_years,G03,G03,45-54 years
G202,VisDiff_SA2_NT_55_64_yr,Visitor_from_Different_SA2_in_Northern_Territory_Age_55_64_years,G03,G03,55-64 years
G203,VisDiff_SA2_NT_65_74_yr,Visitor_from_Different_SA2_in_Northern_Territory_Age_65_74_years,G03,G03,65-74 years
G204,VisDiff_SA2_NT_75_84_yr,Visitor_from_Different_SA2_in_Northern_Territory_Age_75_84_years,G03,G03,75-84 years
G205,VisDiff_SA2_NT_85ov,Visitor_from_Different_SA2_in_Northern_Territory_Age_85_years_and_over,G03,G03,85 years and over
G206,VisDiff_SA2_NT_Total,Visitor_from_Different_SA2_in_Northern_Territory_Total,G03,G03,Total
G207,VisDiff_SA2_ACT_0_14_yr,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_0_14_years,G03,G03,0-14 years
G208,VisDiff_SA2_ACT_15_24_yr,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_15_24_years,G03,G03,15-24 years
G209,VisDiff_SA2_ACT_25_34_yr,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_25_34_years,G03,G03,25-34 years
G210,VisDiff_SA2_ACT_35_44_yr,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_35_44_years,G03,G03,35-44 years
G211,VisDiff_SA2_ACT_45_54_yr,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_45_54_years,G03,G03,45-54 years
G212,VisDiff_SA2_ACT_55_64_yr,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_55_64_years,G03,G03,55-64 years
G213,VisDiff_SA2_ACT_65_74_yr,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_65_74_years,G03,G03,65-74 years
G214,VisDiff_SA2_ACT_75_84_yr,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_75_84_years,G03,G03,75-84 years
G215,VisDiff_SA2_ACT_85ov,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Age_85_years_and_over,G03,G03,85 years and over
G216,VisDiff_SA2_ACT_Total,Visitor_from_Different_SA2_in_Australian_Capital_Territory_Total,G03,G03,Total
G217,VisDiff_SA2_OT_0_14_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_0_14_years,G03,G03,0-14 years
G218,VisDiff_SA2_OT_15_24_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_15_24_years,G03,G03,15-24 years
G219,VisDiff_SA2_OT_25_34_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_25_34_years,G03,G03,25-34 years
G220,VisDiff_SA2_OT_35_44_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_35_44_years,G03,G03,35-44 years
G221,VisDiff_SA2_OT_45_54_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_45_54_years,G03,G03,45-54 years
G222,VisDiff_SA2_OT_55_64_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_55_64_years,G03,G03,55-64 years
G223,VisDiff_SA2_OT_65_74_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_65_74_years,G03,G03,65-74 years
G224,VisDiff_SA2_OT_75_84_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_75_84_years,G03,G03,75-84 years
G225,VisDiff_SA2_OT_85ov,Visitor_from_Different_SA2_in_Other_Territories_Age_85_years_and_over,G03,G03,85 years and over
G226,VisDiff_SA2_OT_Total,Visitor_from_Different_SA2_in_Other_Territories_Total,G03,G03,Total
G227,VisDiff_SA2_Tot_0_14_yr,Visitor_from_Different_SA2_in_Total_Age_0_14_years,G03,G03,0-14 years
G228,VisDiff_SA2_Tot_15_24_yr,Visitor_from_Different_SA2_in_Total_Age_15_24_years,G03,G03,15-24 years
G229,VisDiff_SA2_Tot_25_34_yr,Visitor_from_Different_SA2_in_Total_Age_25_34_years,G03,G03,25-34 years
G230,VisDiff_SA2_Tot_35_44_yr,Visitor_from_Different_SA2_in_Total_Age_35_44_years,G03,G03,35-44 years
G231,VisDiff_SA2_Tot_45_54_yr,Visitor_from_Different_SA2_in_Total_Age_45_54_years,G03,G03,45-54 years
G232,VisDiff_SA2_Tot_55_64_yr,Visitor_from_Different_SA2_in_Total_Age_55_64_years,G03,G03,55-64 years
G233,VisDiff_SA2_Tot_65_74_yr,Visitor_from_Different_SA2_in_Total_Age_65_74_years,G03,G03,65-74 years
G234,VisDiff_SA2_Tot_75_84_yr,Visitor_from_Different_SA2_in_Total_Age_75_84_years,G03,G03,75-84 years
G235,VisDiff_SA2_Tot_85ov,Visitor_from_Different_SA2_in_Total_Age_85_years_and_over,G03,G03,85 years and over
G236,VisDiff_SA2_Tot_Total,Visitor_from_Different_SA2_in_Total_Total,G03,G03,Total
G237,Vis_Tot_Visitrs_0_14_yr,Visitor_from_Total_visitors_Age_0_14_years,G03,G03,0-14 years
